,c.7Macrophage.CCL18,c.7Macrophage.HLADRB5,c.7Macrophage.APOE,c.7Macrophage.FABP4,c.7Macrophage.HMOX1,c.7Macrophage.CCL20,c.7Macrophage.CCL3L1,c.7Macrophage.IFI27,c.7Macrophage.CCL4L2,c.7Macrophage.CCL8,c.7Macrophage.CCL2,c.7Macrophage.APOC1,c.7Macrophage.HSPA6,c.7Macrophage.HBB,c.7Macrophage.CCL13,c.7Macrophage.SPP1,c.7Macrophage.MT2A,c.7Macrophage.BCL2A1,c.7Macrophage.RGS1,c.7Macrophage.PLIN2,c.7Macrophage.LYZ,c.7Macrophage.RPL12,c.7Macrophage.MTRNR2L12,c.7Macrophage.FABP5,c.7Macrophage.PTGDS,c.7Macrophage.BIRC3,c.7Macrophage.G0S2,c.7Macrophage.XIST,c.7Macrophage.IL1B,c.7Macrophage.MTRNR2L8,c.7Macrophage.THBD,c.7Macrophage.HBA2,c.7Macrophage.SOD2,c.7Macrophage.HSPE1,c.7Macrophage.S100A11,c.7Macrophage.GLUL,c.7Macrophage.JUND,c.7Macrophage.RPS4Y1,c.7Macrophage.TNF,c.7Macrophage.CRIP1,c.7Macrophage.HLADQA2,c.7Macrophage.HSPD1,c.7Macrophage.PLTP,c.7Macrophage.HSPB1,c.7Macrophage.PLAU,c.7Macrophage.HLAC,c.7Macrophage.RPS10,c.7Macrophage.CTSZ,c.7Macrophage.S100A9,c.7Macrophage.ATP1B3,c.7Macrophage.HLADRB1,c.7Macrophage.HSPA1B,c.7Macrophage.ARID5B,c.7Macrophage.HLADQA1,c.7Macrophage.HSPH1,c.7Macrophage.LGALS1,c.7Macrophage.GEM,c.7Macrophage.MAT2A,c.7Macrophage.CAPG,c.7Macrophage.SH3BGRL3,c.7Macrophage.RPS7,c.7Macrophage.CD36,c.7Macrophage.SGK1,c.7Macrophage.DUSP2,c.7Macrophage.TWISTNB,c.7Macrophage.THBS1,c.7Macrophage.EMP1,c.7Macrophage.C15orf48,c.7Macrophage.CCL3,c.7Macrophage.MAFB,c.7Macrophage.DNAJB1,c.7Macrophage.CXCR4,c.7Macrophage.KRT14,c.7Macrophage.MTND2,c.7Macrophage.WTAP,c.7Macrophage.CXCL1,c.7Macrophage.ACTG1,c.7Macrophage.INSIG1,c.7Macrophage.HSP90AA1,c.7Macrophage.EREG,c.7Macrophage.RPL22,c.7Macrophage.ISG15,c.7Macrophage.MRPL18,c.7Macrophage.LYVE1,c.7Macrophage.S100A4,c.7Macrophage.ATP6V1F,c.7Macrophage.HLADPA1,c.7Macrophage.DUSP5,c.7Macrophage.ATP1B1,c.7Macrophage.EGR1,c.7Macrophage.F13A1,c.7Macrophage.VIM,c.7Macrophage.ARL4C,c.7Macrophage.HLADQB1,c.7Macrophage.NR4A3,c.7Macrophage.MTND1,c.7Macrophage.RPS26,c.7Macrophage.CCL4,c.7Macrophage.MTND3,c.7Macrophage.RPL36A,c.7Macrophage.TAGAP,c.7Macrophage.NUPR1,c.7Macrophage.SLC40A1,c.7Macrophage.VEGFA,c.7Macrophage.RHOB,c.7Macrophage.FCGR3A,c.7Macrophage.PCF11,c.7Macrophage.RGS2,c.7Macrophage.DDX3Y,c.7Macrophage.EIF4E,c.7Macrophage.SFN,c.7Macrophage.FCGR2B,c.7Macrophage.CEBPD,c.7Macrophage.HSPA1A,c.7Macrophage.EZR,c.7Macrophage.SLC2A3,c.7Macrophage.FOS,c.7Macrophage.HSPA5,c.7Macrophage.ZFAND2A,c.7Macrophage.BAG3,c.7Macrophage.HES1,c.7Macrophage.GPR183,c.7Macrophage.CXCL10,c.7Macrophage.DUSP6,c.7Macrophage.PRNP,c.7Macrophage.AMD1,c.7Macrophage.POLR2L,c.7Macrophage.MIDN,c.7Macrophage.IER5,c.7Macrophage.AC020656.1,c.7Macrophage.RASGEF1B,c.7Macrophage.HNRNPH1,c.7Macrophage.CD52,c.7Macrophage.RGCC,c.7Macrophage.S100A10,c.7Macrophage.CD9,c.7Macrophage.MAP1LC3B,c.7Macrophage.TYMP,c.7Macrophage.MTRNR2L1,c.7Macrophage.FCER1A,c.7Macrophage.S100A8,c.7Macrophage.PPDPF,c.7Macrophage.TREM2,c.7Macrophage.MMP9,c.7Macrophage.LAPTM5,c.7Macrophage.PRDM1,c.7Macrophage.LIPA,c.7Macrophage.HLADPB1,c.7Macrophage.ABL2,c.7Macrophage.MTCO1,c.9MonocyteDCNeutrophil.HLADRB5,c.9MonocyteDCNeutrophil.S100A8,c.9MonocyteDCNeutrophil.S100A9,c.9MonocyteDCNeutrophil.HSPA6,c.9MonocyteDCNeutrophil.CCL3,c.9MonocyteDCNeutrophil.CCL3L1,c.9MonocyteDCNeutrophil.CCL20,c.9MonocyteDCNeutrophil.AC020656.1,c.9MonocyteDCNeutrophil.HLADQA2,c.9MonocyteDCNeutrophil.CCL4,c.9MonocyteDCNeutrophil.RPS4Y1,c.9MonocyteDCNeutrophil.HSPA1B,c.9MonocyteDCNeutrophil.HSPA1A,c.9MonocyteDCNeutrophil.SERPINB2,c.9MonocyteDCNeutrophil.CXCL1,c.9MonocyteDCNeutrophil.HSPB1,c.9MonocyteDCNeutrophil.CCL4L2,c.9MonocyteDCNeutrophil.XIST,c.9MonocyteDCNeutrophil.FOS,c.9MonocyteDCNeutrophil.THBS1,c.9MonocyteDCNeutrophil.HSP90AA1,c.9MonocyteDCNeutrophil.DNAJB1,c.9MonocyteDCNeutrophil.CRIP1,c.9MonocyteDCNeutrophil.CCL17,c.9MonocyteDCNeutrophil.HBB,c.9MonocyteDCNeutrophil.HSPD1,c.9MonocyteDCNeutrophil.JUN,c.9MonocyteDCNeutrophil.HSPE1,c.9MonocyteDCNeutrophil.CXCL3,c.9MonocyteDCNeutrophil.TWISTNB,c.9MonocyteDCNeutrophil.HLADQB2,c.9MonocyteDCNeutrophil.IL23A,c.9MonocyteDCNeutrophil.HSPH1,c.9MonocyteDCNeutrophil.RPS17,c.9MonocyteDCNeutrophil.EREG,c.9MonocyteDCNeutrophil.RPS26,c.9MonocyteDCNeutrophil.RGS1,c.9MonocyteDCNeutrophil.AREG,c.9MonocyteDCNeutrophil.SGK1,c.9MonocyteDCNeutrophil.RPL36A,c.9MonocyteDCNeutrophil.C1QC,c.9MonocyteDCNeutrophil.CCL22,c.9MonocyteDCNeutrophil.HBA2,c.9MonocyteDCNeutrophil.CXCL2,c.9MonocyteDCNeutrophil.MTND1,c.9MonocyteDCNeutrophil.CCR7,c.9MonocyteDCNeutrophil.TNFAIP6,c.9MonocyteDCNeutrophil.MTRNR2L12,c.9MonocyteDCNeutrophil.RPS10,c.9MonocyteDCNeutrophil.S100A12,c.9MonocyteDCNeutrophil.MMP12,c.9MonocyteDCNeutrophil.PTGDS,c.9MonocyteDCNeutrophil.ATF3,c.9MonocyteDCNeutrophil.C1QB,c.9MonocyteDCNeutrophil.MTND3,c.9MonocyteDCNeutrophil.SELENOP,c.9MonocyteDCNeutrophil.HLADRB1,c.9MonocyteDCNeutrophil.MTND2,c.9MonocyteDCNeutrophil.RGS2,c.9MonocyteDCNeutrophil.RGCC,c.9MonocyteDCNeutrophil.CD1E,c.9MonocyteDCNeutrophil.ZFAND2A,c.9MonocyteDCNeutrophil.ISG15,c.9MonocyteDCNeutrophil.C1QA,c.9MonocyteDCNeutrophil.IL10,c.9MonocyteDCNeutrophil.TACSTD2,c.9MonocyteDCNeutrophil.FCN1,c.9MonocyteDCNeutrophil.MTCO1,c.9MonocyteDCNeutrophil.LYZ,c.9MonocyteDCNeutrophil.CXCR4,c.9MonocyteDCNeutrophil.GPR183,c.9MonocyteDCNeutrophil.OLR1,c.9MonocyteDCNeutrophil.UBC,c.9MonocyteDCNeutrophil.KLF4,c.9MonocyteDCNeutrophil.SDS,c.9MonocyteDCNeutrophil.CD14,c.9MonocyteDCNeutrophil.FABP4,c.9MonocyteDCNeutrophil.CCL2,c.9MonocyteDCNeutrophil.SOD2,c.9MonocyteDCNeutrophil.C15orf48,c.9MonocyteDCNeutrophil.RPL17,c.9MonocyteDCNeutrophil.CD52,c.9MonocyteDCNeutrophil.MMP9,c.9MonocyteDCNeutrophil.IL1R2,c.9MonocyteDCNeutrophil.HSPA5,c.9MonocyteDCNeutrophil.IFI27,c.9MonocyteDCNeutrophil.EMP1,c.9MonocyteDCNeutrophil.PLIN2,c.9MonocyteDCNeutrophil.HMOX1,c.9MonocyteDCNeutrophil.MRPL18,c.9MonocyteDCNeutrophil.BAG3,c.9MonocyteDCNeutrophil.PPP1R15A,c.9MonocyteDCNeutrophil.IL1B,c.9MonocyteDCNeutrophil.MAFB,c.9MonocyteDCNeutrophil.CST7,c.9MonocyteDCNeutrophil.TPT1,c.9MonocyteDCNeutrophil.MT2A,c.9MonocyteDCNeutrophil.ACTB,c.9MonocyteDCNeutrophil.GADD45B,c.9MonocyteDCNeutrophil.KLF6,c.9MonocyteDCNeutrophil.CEBPB,c.9MonocyteDCNeutrophil.PHLDA2,c.9MonocyteDCNeutrophil.GLUL,c.9MonocyteDCNeutrophil.WTAP,c.9MonocyteDCNeutrophil.C5AR1,c.9MonocyteDCNeutrophil.MTCYB,c.9MonocyteDCNeutrophil.SELENOK,c.9MonocyteDCNeutrophil.CKS2,c.9MonocyteDCNeutrophil.GABARAP,c.9MonocyteDCNeutrophil.CACYBP,c.9MonocyteDCNeutrophil.IFITM3,c.9MonocyteDCNeutrophil.SAMSN1,c.9MonocyteDCNeutrophil.IL4I1,c.9MonocyteDCNeutrophil.MTRNR2L1,c.9MonocyteDCNeutrophil.YPEL5,c.9MonocyteDCNeutrophil.JUNB,c.9MonocyteDCNeutrophil.RASGEF1B,c.9MonocyteDCNeutrophil.FKBP4,c.9MonocyteDCNeutrophil.CD1A,c.9MonocyteDCNeutrophil.AQP9,c.9MonocyteDCNeutrophil.MTRNR2L8,c.9MonocyteDCNeutrophil.PHACTR1,c.9MonocyteDCNeutrophil.DDX3Y,c.9MonocyteDCNeutrophil.PHLDA1,c.9MonocyteDCNeutrophil.ANXA1,c.9MonocyteDCNeutrophil.IER2,c.9MonocyteDCNeutrophil.ID3,c.9MonocyteDCNeutrophil.CXCL8,c.9MonocyteDCNeutrophil.CHORDC1,c.9MonocyteDCNeutrophil.CLEC2B,c.9MonocyteDCNeutrophil.BCL2A1,c.9MonocyteDCNeutrophil.FCER1A,c.9MonocyteDCNeutrophil.HLADQA1,c.9MonocyteDCNeutrophil.RPS29,c.9MonocyteDCNeutrophil.ATP1B3,c.9MonocyteDCNeutrophil.CEBPD,c.9MonocyteDCNeutrophil.EIF4A3,c.9MonocyteDCNeutrophil.BIRC3,c.9MonocyteDCNeutrophil.NR4A2,c.9MonocyteDCNeutrophil.TNF,c.9MonocyteDCNeutrophil.HSP90AB1,c.9MonocyteDCNeutrophil.DUSP1,c.9MonocyteDCNeutrophil.LGALS2,c.9MonocyteDCNeutrophil.LMNA,c.9MonocyteDCNeutrophil.IRF8,c.9MonocyteDCNeutrophil.IL1RN,c.9MonocyteDCNeutrophil.CD1B,c.9MonocyteDCNeutrophil.MNDA,c.9MonocyteDCNeutrophil.ISG20,c.9MonocyteDCNeutrophil.MARCKSL1
V1,1.321425934,0,0,0,0,0,0,0,0,0,5.842370923,0,0,0,2.2242223,0,0,0,0,0,1.871421506,0,0,0,0,0,0,0,2.2242223,0,1.321425934,0,0,1.321425934,0,0,0,0,1.871421506,0,0,1.871421506,0,3.675862165,3.135063882,0,0,0,0,0,4.424402122,2.690823692,2.861776696,3.441583877,3.007727117,2.48449425,2.48449425,0,0,0,0,2.48449425,0,0,0,0,0,0,5.547654703,0,4.024909828,0,0,2.861776696,0,2.48449425,0,1.871421506,3.806222591,0,0,0,1.871421506,0,2.48449425,0,3.865538592,0,0,3.007727117,3.974556356,1.871421506,1.321425934,3.135063882,0,3.921532348,2.48449425,3.921532348,3.349469978,1.321425934,0,0,1.321425934,0,0,0,2.690823692,1.321425934,0,1.871421506,1.321425934,2.690823692,0,4.390913636,0,0,3.525923861,2.2242223,0,0,1.321425934,3.007727117,0,1.871421506,2.2242223,0,0,2.48449425,0,1.321425934,1.871421506,2.690823692,0,2.2242223,2.48449425,0,2.48449425,0,0,0,0,0,0,2.48449425,0,0,0,4.024909828,2.690823692,3.743165106,0.189094529,1.129727299,0.636440863,0.111888388,3.177404997,1.111812142,2.63491032,2.850250447,0.571214981,2.380050023,0,1.139220469,2.569734293,0.222003718,0.721695387,1.941061507,0.690839055,1.351421113,1.188612824,0,2.601002326,1.354073991,0.784863766,0.20546157,0.230477097,1.245331336,0.843893259,1.6727693,4.346725003,1.323900386,1.373237607,1.024149358,1.015161803,1.512720234,1.409871848,2.113311263,2.023759225,0.92928485,2.080121282,1.329309627,0.926507783,1.504924387,0,3.8108603,2.931473325,2.041672678,1.662175817,1.412980411,1.533096182,0,0.198892704,0,1.10671137,0.199873883,3.206005582,0.094976805,4.779418153,2.936543711,1.709931058,2.358974865,2.210798327,0.231066376,0.79309055,0.976934805,0.390411308,0.304157873,1.549388694,4.532606409,4.401783244,1.200806488,2.939032757,0.304463388,2.646755461,1.605246003,1.948144553,0.86621317,0.104922347,0.163774458,2.736556394,3.110246728,1.468007693,1.752856484,2.009764059,1.970886767,1.889424405,0,1.106878584,0.518198712,0.104922347,0.928506832,0.689217769,2.318192751,4.006187068,0.221543951,1.723639349,2.950612915,1.476950533,4.567701719,2.269644422,1.345654803,2.112223294,1.340441342,0.880494894,2.070196527,0.911444687,3.308167981,2.402137577,1.641476636,0,0.840107679,1.423830789,1.566790251,0.321296247,0,0.908579446,2.862205537,1.347224734,0.512293244,0.288254616,0.518198712,0.685210621,2.029028252,0,0.874987394,2.562712283,1.153242657,0.325974349,5.279004252,0.673819329,0.657260624,2.449655205,2.999202159,3.942569793,3.387377781,1.726834765,0.988059433,1.407706877,2.434474962,1.345953759,0.679438039,2.238596804,2.762209307,1.948475507,2.642039703,1.925209984,1.894376651,1.614406081,1.918646205,1.331440335,1.135661475
V2,1.900937824,2.209281203,0.450576614,0,1.754995056,2.925083525,2.072901715,1.789417188,3.237036733,1.456636854,2.85156884,0,1.009949358,1.364994622,2.032993396,0,0,3.582320657,2.621148458,1.747415684,3.412946032,3.173091973,1.725513897,1.308208423,0.250453908,3.01118274,2.168021693,0,4.214720525,0.341955267,1.439076589,0.751232971,3.329090171,1.369181921,2.55266644,1.394871425,1.477873044,1.361481061,0.383297954,0.54180476,0.980762951,0.891265508,1.498616901,1.997633877,0.906404961,1.751644366,1.193646072,1.768951566,1.406421987,1.859592073,3.520114733,3.338624569,0,2.651130576,1.441376666,2.803092898,2.156400067,1.43429665,0.681537085,2.230855565,2.727405579,0.264692554,1.956360354,0.937379977,1.976985452,2.630815936,1.238773552,0.690712541,5.176196555,2.330410279,2.478992679,2.013437198,0.383297954,3.556655802,2.559029122,2.78728496,1.695798529,3.225038351,2.842892628,2.073328078,2.402663384,0,0,1.209808302,3.460589986,2.036254923,3.498326333,0.71156129,1.60316129,0.91936614,2.679701286,3.055513011,1.020638044,2.22452023,1.734524978,2.946514243,1.6382508,4.712601231,3.051137847,1.662201818,1.710825041,0.383297954,2.220152892,1.037555893,0.397673069,0.702673477,0.700313699,2.412291386,0,0.402273169,0,0.72976735,0.59367791,3.753746174,1.615378595,1.371926136,3.1231211,1.441553248,0,0.59367791,0.383297954,3.13702605,0,1.12727973,1.39614171,0.341955267,1.176336915,0,0.657162267,0,2.144753798,2.077305654,1.133316249,1.375239724,2.560130669,0.33356688,0.462555854,1.485359728,2.07522093,0.185440838,2.126883989,0.389876096,0.341955267,2.646939041,1.837982103,2.200223362,0.910684686,3.215655225,0.450576614,3.799057674,1.543599054,4.268955865,4.132225352,0.329058446,2.397348883,0.499580443,3.729597081,0,1.971459212,1.139565238,1.554334539,2.641302844,2.923913898,2.820621407,0.840648799,1.975408935,0.499580443,0,3.551551332,2.926106107,2.81183616,2.742499559,0.644219227,0,0.661850181,1.039405391,3.103763926,1.570570591,3.120561999,1.444404162,1.825289659,1.672246249,1.855687091,1.564017673,2.190792042,2.110556533,3.47963243,1.806505529,2.09381341,1.76194962,0.332922854,0.444837151,0.250399376,3.669980052,2.363403665,0.711907095,1.960773051,0.954617845,1.729828685,2.133896087,0,1.873860848,2.204595007,0,2.424630428,0,3.84353527,2.675649452,3.41822451,2.021911306,0.863367563,0.773216812,1.653601711,0.390444787,0,2.401810254,2.326700951,3.392099823,4.4569841,1.095462349,2.340809943,0.998492213,2.814937397,2.170664532,0.221377695,1.602486171,0,0.516089705,3.161599399,2.28837435,0.901585056,2.300480928,1.266190364,1.086260737,1.732702692,0.99780059,0.222421992,1.401595826,0,0.818299693,0.299068579,2.484355667,3.784605099,1.568002228,0.445672411,3.532618173,1.624759661,4.560704627,2.453494128,2.111543821,2.100543059,1.866508275,2.279921131,1.750996925,1.708281746,2.408789689,2.595846802,1.469022929,0,0.206886726,1.96602684,2.32416777,0.613472437,1.695796952,2.440902288,3.523262576,2.060936388,0.160673122,1.515705619,1.761865825,0.39020351,1.588872081,0.820397151,0.495048833,1.859280347,1.368520647,0.318403791,4.841561753,0.071038466,0.229166287,3.459177753,2.050138069,2.766967456,2.9228184,1.880109292,0.748014198,1.442036695,2.456341143,1.61344088,0.154007955,1.997141332,3.382671147,0.983650828,2.162519118,1.289769239,1.495756647,0.421984717,1.848532495,1.057904291,0.636832766
V3,0,0,0.493823669,0,1.226566835,0,3.612534316,0.375390783,3.093925189,3.208032359,3.849895017,0,1.999385979,1.035426133,2.904161503,0,0.305814598,3.157244624,0.406853242,0.476072884,1.919357779,3.170883097,0.968914229,0.671741586,0,1.655790185,0.921102603,0,3.600771374,1.460840088,1.709320656,0.561952157,2.387962421,1.910510433,2.242126618,1.274356329,0.775197668,1.188710488,0.375390783,0,0,1.466808467,1.177256744,2.568803025,1.099625133,2.636008305,1.314921943,0.93510462,0.406853242,1.405068784,4.230194396,2.77435466,0,2.2627355,1.536400341,1.093502287,1.012129424,1.708354013,0,1.613352538,2.532630049,1.179612673,2.228337819,2.638485406,1.133520859,0,1.237963864,1.197955666,4.729784457,1.5729518,2.389865435,1.441471576,1.457293768,3.659806322,0.428336337,2.181856509,1.935865577,2.449042462,2.827354436,0,2.317951244,0,0.428336337,1.415061951,2.722821122,0,3.649313064,0.826538082,1.220059723,1.57680363,2.107708209,1.74241257,0.539681916,2.932104958,1.935904567,3.491917678,2.290839072,4.352305008,2.947177685,0.666580778,1.769154761,1.708754337,1.306803104,0.797273236,0,0.291046226,0.895945323,2.60559495,1.026356687,2.095084965,1.081238752,1.128378811,1.849354112,3.616071199,1.182628959,1.605634662,3.467431863,1.779411131,0,0.966539598,1.42377729,2.934584233,0,1.333078728,1.27883487,1.469313503,0.792835732,1.503065947,1.097634134,0.375390783,1.955625708,1.832753306,0,1.128290167,1.227196627,0.980284222,1.167678766,1.42168085,0,1.465414223,0.224750083,0.52801129,0,2.177056895,1.421695652,1.439983344,0.406853242,3.641614109,1.236088303,4.036791622,0.103840562,2.400461273,2.421209147,0.551856302,1.715176326,1.349278836,1.771598974,1.385132275,0.105285014,2.1061791,1.441181488,0.746037167,2.740118911,1.896572046,0,2.0103,1.507873728,0,0.861020312,0,2.816978019,1.560201694,1.132201116,0,0.893064059,1.634426301,0.394891254,1.809881365,3.96764218,0.506754008,1.486876863,1.68828655,1.772274648,1.539305366,1.329441147,2.266116813,1.274854904,1.051452241,2.32976654,1.480212278,0.200533416,0.561785484,0.312142333,3.076258453,2.109988032,0.956837167,0.640964636,0,1.174961087,0,1.143255279,0,0.334563232,0.342601689,1.926129122,0.181208414,4.466416324,1.982889781,2.260899423,1.149488436,1.655782966,0.155273095,2.246230737,0.712880446,0,0.610083005,0.998730116,3.644078793,3.759614821,1.239775456,3.565536504,1.918419368,2.904646513,1.101985537,0.713169094,1.508176973,0.105285014,0.36749245,2.680454751,2.44406797,0.884165906,1.655859687,2.292859055,2.458938808,2.332103593,0.244827109,0.312356532,0.480884447,0.134933483,0.590295205,0.456058487,1.703730293,4.138139136,0.775399231,1.080298792,2.823393859,1.390850959,4.358105045,1.568956389,1.036247711,2.19438657,0.90848205,1.237273521,1.789999446,0.74446141,2.323847507,2.921218408,2.185366807,0,0.766789299,1.813549893,2.074726264,1.468474673,0,0.64338614,2.710178297,0.540058486,0.427153749,1.120940768,0.885554436,0.745555799,1.677924386,0.758701374,0.181208414,2.103969095,0.603949358,0.370981033,4.615782691,0.880260757,1.663099988,2.70824792,3.212157143,3.615893418,3.519981235,1.825877632,0.785029241,2.510512933,2.850435561,1.686892882,0,2.55380029,3.102910117,1.21685237,2.607231105,1.854753656,1.625256041,0.67515254,1.280268484,1.145027348,0.896115128
V4,1.761157867,0.118347094,0.441125132,0.058249422,1.371153462,2.082090787,4.186341343,1.245742893,3.822717891,0.261881623,2.308857645,0.093145229,2.195253413,0.385008126,2.39178442,0.775838556,1.898704222,3.121463659,2.811626245,1.43223075,3.058514447,3.057957864,0.911989246,1.435572339,0.70166969,1.90370414,1.923459304,0,4.026550954,0.94745177,1.136663502,0.183415258,3.273189459,1.640575579,2.97544038,1.923804386,1.669686183,1.34795248,1.643853516,1.060142008,0.017871277,1.220602111,1.662108741,1.817630764,2.11762213,2.299552721,1.992972636,1.902704089,1.220696039,1.398264344,4.287277855,3.816271503,0.582749338,3.216759832,1.998575906,2.908249789,0.843851126,0.586772631,1.801813771,2.089842523,2.246953247,0.827349089,2.408707063,2.089418352,0.68859823,0.141088316,0.836939242,0.76312962,4.504630453,1.733189725,3.159152325,2.407123588,1.620227209,2.311744073,1.432995445,3.154057614,2.156529328,2.507723735,3.219386243,0.048699118,2.178464096,0.991871243,0.442688163,0.031832791,3.560941206,1.851650857,3.844219001,0.277989718,0.705624917,1.914197446,2.039948735,2.787146446,0.895392297,2.826041267,0.97360501,2.163305431,2.235389085,4.325456308,2.985932623,1.744828532,1.333036717,1.592937429,0.985304765,0.876309357,0.596957463,1.913816878,0.570684468,1.903980353,0.472106938,1.080511965,1.030067724,0.875427235,1.347530703,4.206922501,0.973557976,1.2349983,3.25024227,1.837328036,0.592616328,0.589035702,1.879392243,3.419339252,0.144844357,0.724815102,1.237253711,1.207707625,1.466623518,0.841358424,1.05733957,0,0.945122646,0.978426629,0.067662497,0.760474608,2.40458444,1.503377424,1.345335256,1.836130512,0.919565001,0.511521422,0.489077533,1.310859094,0.636410997,2.063251738,2.266737898,0.763873217,0.419917727,3.995494181,1.529987125,2.852604077,0.132443013,0.715862884,1.062981572,2.197738194,1.568687939,0.730386539,0.686400365,0.046059229,0.591834248,1.511280866,1.411550015,3.087926019,3.380305969,0.413307637,1.261953651,1.863369311,1.381692081,0,3.091643817,0.40396002,3.098826672,2.612169595,1.857811736,0.103836387,0.177107846,1.302404861,2.154860197,1.765831028,3.752695496,0.578534774,1.184577444,1.421914683,1.568849787,1.666074144,0.633062748,2.215338299,2.50186804,0.908561865,3.118076535,1.772616594,1.639660095,0.13895087,0.141088178,3.01535383,1.830599913,1.188923956,0.009252814,0.791889289,2.077175925,0.101340499,0.902942047,0.148744374,1.599698968,1.069547302,2.322419307,0.37201728,4.941142952,2.07145152,2.440931447,1.684829774,0.8881061,0.855056772,1.301032103,1.641394124,1.535988893,0.541850456,0.185547922,2.897748012,4.706444613,2.348178419,3.911818031,0.809786112,3.522050397,2.071770458,0.207241364,0.856522047,0.057507425,0.106190493,2.338480683,1.728161288,1.063156328,1.095837426,1.507237172,1.886924655,2.234968391,0.233424219,1.112490147,0.538075465,0.311090219,0.454912788,0.755850048,3.054987845,3.587694889,0.551419129,1.65982813,2.704130421,1.33231455,4.999798963,2.728366361,2.092121679,1.901431246,1.943684981,1.983511139,1.430991015,1.510548512,2.361148574,2.4956598,1.87956914,0.261161466,1.114510138,1.806040764,1.412180712,0.427383476,0.970854229,1.077590444,3.797536526,1.185994858,0.582714249,0.492307841,0.138294477,0.943000099,0.820090289,0.500528713,0.523273246,2.932002234,1.990429823,1.465754664,4.882004382,0.379443122,1.399866451,2.362698807,3.097941779,3.940008449,3.434235902,1.708132325,1.211938847,1.731835126,2.499965666,2.314414708,0.932165814,2.797059551,3.742118594,1.814646545,3.15435278,1.599275208,1.280250027,0.53087425,1.198464278,0.176703628,1.040285909
